layer_id,value_text,occurrences,layer_has_ontology
"ACTIONS_EVENTS","Clinician positions and activates a handheld device near the patient's face","1","true"
"ACTIONS_EVENTS","Clinician positions and operates a laser handpiece near patient's face","1","true"
"ACTIONS_EVENTS","Clinician positions device handpiece near patient's face","1","true"
"ACTIONS_EVENTS","Clinician positions device near arm","1","true"
"ACTIONS_EVENTS","Clinician positions device near patient's face while stabilizing jaw","1","true"
"ACTIONS_EVENTS","Clinician positions device near patient's forehead","1","true"
"ACTIONS_EVENTS","Clinician positions device near patient's forehead/hairline","1","true"
"ACTIONS_EVENTS","Clinician positions device tip at patient's jaw/chin","1","true"
"ACTIONS_EVENTS","Clinician positions device tip near patient's face","1","true"
"ACTIONS_EVENTS","Clinician positions device with laser guide near patient's face/hairline","1","true"
"ACTIONS_EVENTS","Clinician positions handheld device at patient's face","1","true"
"ACTIONS_EVENTS","Clinician positions handheld device near patient's face","1","true"
"ACTIONS_EVENTS","Clinician positions handheld device near patient's forehead","1","true"
"ACTIONS_EVENTS","Clinician positions handheld probe near patient's face","1","true"
"ACTIONS_EVENTS","Clinician positions handheld probe near patient's nose/cheek area","1","true"
"ACTIONS_EVENTS","Clinician positions laser fiber near patient's face","1","true"
"ACTIONS_EVENTS","Clinician stabilizes chin while bringing instrument to face","1","true"
"ACTIONS_EVENTS","Clinician stabilizes chin while positioning a handheld device near the jaw","1","true"
"ACTIONS_EVENTS","Clinician touches patient's nose/upper lip area with gloved hand","1","true"
"ACTIONS_EVENTS","Clinician using an instrument near patient's head","1","true"
"ACTIONS_EVENTS","Clinician using instrument near patient's face","1","true"
"ACTIONS_EVENTS","Clinician wiping/dabbing patient's face","1","true"
"ACTIONS_EVENTS","Clinician wiping/dabbing patient's face with gauze","1","true"
"ACTIONS_EVENTS","Clinician working at patient's hairline with a thin instrument","1","true"
"ACTIONS_EVENTS","Clinician working near patient's face","1","true"
"ACTIONS_EVENTS","Clinician working near patient's face with instrument","1","true"
"ACTIONS_EVENTS","Clinician working near patient's hairline","1","true"
"ACTIONS_EVENTS","Clinician working on patient's facial area","1","true"
"ACTIONS_EVENTS","Clinician working on patient's head with instrument","1","true"
"ACTIONS_EVENTS","Clinician's gloved hand approaches patient's face with an instrument","1","true"
"ACTIONS_EVENTS","Clinician's gloved hand near patient's face","1","true"
"ACTIONS_EVENTS","Clinician's gloved hand near patient's face/eye area","1","true"
"ACTIONS_EVENTS","Clinician's gloved hands adjust near patient's face","1","true"
"ACTIONS_EVENTS","Clinician's gloved hands working at patient's hairline","1","true"
"ACTIONS_EVENTS","Clinician's hand moving near patient's face","1","true"
"ACTIONS_EVENTS","Clinician's hand steadies chin while bringing instrument toward skin","1","true"
"ACTIONS_EVENTS","Clinicians handling instruments near scalp","1","true"
"ACTIONS_EVENTS","Close physical proximity and handling near arm","1","true"
"ACTIONS_EVENTS","Combing/parting hair while holding an instrument near the scalp","1","true"
"ACTIONS_EVENTS","Conversation and note-taking at desk","1","true"
"ACTIONS_EVENTS","Conversation with hand gestures over paperwork","1","true"
"ACTIONS_EVENTS","Cream is being handled near the face","1","true"
"ACTIONS_EVENTS","Device and flat tool positioned near forehead","1","true"
"ACTIONS_EVENTS","Device applied near cheek","1","true"
"ACTIONS_EVENTS","Device applied near forehead of reclining client","1","true"
"ACTIONS_EVENTS","Device applied near forehead, pad held to cheek, syringe positioned at face","1","true"
"ACTIONS_EVENTS","Device applied near jaw; hand pressing cheek","1","true"
"ACTIONS_EVENTS","Device applied near patient's eye/face","1","true"
"ACTIONS_EVENTS","Device applied near patient's jaw/cheek","1","true"
"ACTIONS_EVENTS","Device applied near patient's nose","1","true"
"ACTIONS_EVENTS","Device applied near tattoo","1","true"
"ACTIONS_EVENTS","Device applied to arm","1","true"
"ACTIONS_EVENTS","Device applied to cheek while chin is stabilized","1","true"
"ACTIONS_EVENTS","Device applied to cheek/jaw area","1","true"
"ACTIONS_EVENTS","Device applied to face, repositioned","1","true"
"ACTIONS_EVENTS","Device applied to face; hand presses cheek","1","true"
"ACTIONS_EVENTS","Device applied to facial skin","1","true"
"ACTIONS_EVENTS","Device applied to facial skin at two locations","1","true"
"ACTIONS_EVENTS","Device applied to facial skin while skin is stabilized by hand","1","true"
"ACTIONS_EVENTS","Device applied to forehead skin","1","true"
"ACTIONS_EVENTS","Device applied to forehead while syringe is held near hairline","1","true"
"ACTIONS_EVENTS","Device applied to forehead, syringe positioned near skin, then gauze held near face","1","true"
"ACTIONS_EVENTS","Device applied to forehead/cheek area","1","true"
"ACTIONS_EVENTS","Device applied to gel-coated arm","1","true"
"ACTIONS_EVENTS","Device applied to gel-coated cheek","1","true"
"ACTIONS_EVENTS","Device applied to gel-covered face","1","true"
"ACTIONS_EVENTS","Device applied to nose/cheek then forehead","1","true"
"ACTIONS_EVENTS","Device applied to patient's cheek","1","true"
"ACTIONS_EVENTS","Device applied to patient's facial skin","1","true"
"ACTIONS_EVENTS","Device applied to patient's forehead","1","true"
"ACTIONS_EVENTS","Device applied to scalp","1","true"
"ACTIONS_EVENTS","Device applied to scalp near hair part","1","true"
"ACTIONS_EVENTS","Device applied to skin","1","true"
"ACTIONS_EVENTS","Device applied to skin near jaw/cheek","1","true"
"ACTIONS_EVENTS","Device applied to two facial locations","1","true"
"ACTIONS_EVENTS","Device applied while hairline is steadied","1","true"
"ACTIONS_EVENTS","Device being applied to patient's jaw/chin area","1","true"
"ACTIONS_EVENTS","Device being applied to skin","1","true"
"ACTIONS_EVENTS","Device being held and positioned over skin","1","true"
"ACTIONS_EVENTS","Device being held near the chin/jaw","1","true"
"ACTIONS_EVENTS","Device being moved across cheek toward jaw","1","true"
"ACTIONS_EVENTS","Device being moved across gel-covered arm","1","true"
"ACTIONS_EVENTS","Device being positioned/applied near the chin","1","true"
"ACTIONS_EVENTS","Device being pressed and moved against skin with gel","1","true"
"ACTIONS_EVENTS","Device brought close to skin and repositioned between frames","1","true"
"ACTIONS_EVENTS","Device contact, then syringe near jaw","1","true"
"ACTIONS_EVENTS","Device contacts gel-covered skin beneath chin","1","true"
"ACTIONS_EVENTS","Device directed toward patient's face","1","true"
"ACTIONS_EVENTS","Device display shows idle/ready state with parameters set","1","true"
"ACTIONS_EVENTS","Device held against cheek while another instrument nears nose","1","true"
"ACTIONS_EVENTS","Device held against cheek while face is steadied","1","true"
"ACTIONS_EVENTS","Device held against cheek while head is steadied","1","true"
"ACTIONS_EVENTS","Device held against chin/jaw area","1","true"
"ACTIONS_EVENTS","Device held against face","1","true"
"ACTIONS_EVENTS","Device held against forehead and brow","1","true"
"ACTIONS_EVENTS","Device held against gel-coated cheek/jaw area","1","true"
"ACTIONS_EVENTS","Device held against gel-covered cheek","1","true"
"ACTIONS_EVENTS","Device held against gel-covered jaw/cheek","1","true"
"ACTIONS_EVENTS","Device held against jaw/cheek","1","true"
"ACTIONS_EVENTS","Device held against lower face","1","true"
"ACTIONS_EVENTS","Device held against parted scalp area","1","true"
"ACTIONS_EVENTS","Device held against patient's face/neck","1","true"
"ACTIONS_EVENTS","Device held against patient's scalp","1","true"
"ACTIONS_EVENTS","Device held against reclined patient's scalp","1","true"
"ACTIONS_EVENTS","Device held against scalp","1","true"
"ACTIONS_EVENTS","Device held against scalp at crown","1","true"
"ACTIONS_EVENTS","Device held against scalp while patient stays still","1","true"
"ACTIONS_EVENTS","Device held against scalp while phone displays a photo","1","true"
"ACTIONS_EVENTS","Device held against skin near tattoo","1","true"
"ACTIONS_EVENTS","Device held against skin while skin is steadied","1","true"
"ACTIONS_EVENTS","Device held against the face","1","true"
"ACTIONS_EVENTS","Device held and moved across facial skin","1","true"
"ACTIONS_EVENTS","Device held and moved against patient's skin","1","true"
"ACTIONS_EVENTS","Device held and moved against skin","1","true"
"ACTIONS_EVENTS","Device held and moved near seated person's head","1","true"
"ACTIONS_EVENTS","Device held and repositioned against facial skin","1","true"
"ACTIONS_EVENTS","Device held close to the cheek skin","1","true"
"ACTIONS_EVENTS","Device held near and moved slightly over tattooed skin","1","true"
"ACTIONS_EVENTS","Device held near cheek of reclining person","1","true"
"ACTIONS_EVENTS","Device held near cheek skin","1","true"
"ACTIONS_EVENTS","Device held near cheek, hand stabilizing skin","1","true"
"ACTIONS_EVENTS","Device held near cheek/chin of reclining person","1","true"
"ACTIONS_EVENTS","Device held near chin while skin is stabilized","1","true"
"ACTIONS_EVENTS","Device held near chin/jaw skin","1","true"
"ACTIONS_EVENTS","Device held near eyebrow with pads pressed to skin","1","true"
"ACTIONS_EVENTS","Device held near face","1","true"
"ACTIONS_EVENTS","Device held near face while nose is pinched","1","true"
"ACTIONS_EVENTS","Device held near face with beam active","1","true"
"ACTIONS_EVENTS","Device held near face with light emission, cable steadied","1","true"
"ACTIONS_EVENTS","Device held near facial skin, possibly making contact","1","true"
"ACTIONS_EVENTS","Device held near head; hair being parted","1","true"
"ACTIONS_EVENTS","Device held near head; hair being parted with a tool","1","true"
"ACTIONS_EVENTS","Device held near nose/eye while cheek is stabilized","1","true"
"ACTIONS_EVENTS","Device held near nose/under-eye while cheek is stabilized","1","true"
"ACTIONS_EVENTS","Device held near nose/upper lip with skin stabilized","1","true"
"ACTIONS_EVENTS","Device held near patient's face","1","true"
"ACTIONS_EVENTS","Device held near patient's face/temple area","1","true"
"ACTIONS_EVENTS","Device held near patient's forehead","1","true"
"ACTIONS_EVENTS","Device held near patient's forehead while spatula tool is held in other hand","1","true"
"ACTIONS_EVENTS","Device held near reclined person's face","1","true"
"ACTIONS_EVENTS","Device held near reclining person's head","1","true"
"ACTIONS_EVENTS","Device held near scalp, then hair combed/parted","1","true"
"ACTIONS_EVENTS","Device held near skin, hand positioning arm","1","true"
"ACTIONS_EVENTS","Device held near skin, hand stabilizing area","1","true"
"ACTIONS_EVENTS","Device held near tattoo; finger points to skin near tattoo later","1","true"
"ACTIONS_EVENTS","Device held near underarm while arm is steadied","1","true"
"ACTIONS_EVENTS","Device held near/against skin while hand stabilizes area","1","true"
"ACTIONS_EVENTS","Device held over scalp","1","true"
"ACTIONS_EVENTS","Device held over skin; gauze applied","1","true"
"ACTIONS_EVENTS","Device held over tattoo while skin is stretched by hand","1","true"
"ACTIONS_EVENTS","Device held steady above arm","1","true"
"ACTIONS_EVENTS","Device held steady above the arm","1","true"
"ACTIONS_EVENTS","Device held to forehead; object brought toward cheek/jaw","1","true"
"ACTIONS_EVENTS","Device held to forehead; syringe brought near jaw","1","true"
"ACTIONS_EVENTS","Device held to underarm while patient lies still","1","true"
"ACTIONS_EVENTS","Device idle, not actively cycling","1","true"
"ACTIONS_EVENTS","Device is aimed at and placed against tattooed skin","1","true"
"ACTIONS_EVENTS","Device is guided near the face while the head is steadied","1","true"
"ACTIONS_EVENTS","Device is held against and repositioned over skin","1","true"
"ACTIONS_EVENTS","Device placed near/on cheek and jaw while fingers stabilize skin","1","true"
"ACTIONS_EVENTS","Device positioned against patient's cheek","1","true"
"ACTIONS_EVENTS","Device positioned against skin","1","true"
"ACTIONS_EVENTS","Device positioned against skin while arm is stabilized","1","true"
"ACTIONS_EVENTS","Device positioned against skin, light active","1","true"
"ACTIONS_EVENTS","Device positioned against the face","1","true"
"ACTIONS_EVENTS","Device positioned and activated near cheek","1","true"
"ACTIONS_EVENTS","Device positioned and moved near skin surface","1","true"
"ACTIONS_EVENTS","Device positioned at the thigh","1","true"
"ACTIONS_EVENTS","Device positioned at underarm","1","true"
"ACTIONS_EVENTS","Device positioned near cheek","1","true"
"ACTIONS_EVENTS","Device positioned near face; fingers near patient's face","1","true"
"ACTIONS_EVENTS","Device positioned near patient's face","1","true"
"ACTIONS_EVENTS","Device positioned near tattoo while skin is stretched","1","true"
"ACTIONS_EVENTS","Device positioned over facial areas","1","true"
"ACTIONS_EVENTS","Device positioned over forehead; gauze held near eyebrow","1","true"
"ACTIONS_EVENTS","Device positioned while skin is steadied","1","true"
"ACTIONS_EVENTS","Device positioned with targeting dot on skin mark","1","true"
"ACTIONS_EVENTS","Device positioned/aimed at tattoo with targeting dot","1","true"
"ACTIONS_EVENTS","Device pressed against forehead while chin supported","1","true"
"ACTIONS_EVENTS","Device pressed against gel-coated skin while arm is stabilized","1","true"
"ACTIONS_EVENTS","Device pressed to and moved above skin","1","true"
"ACTIONS_EVENTS","Device pressed to arm while forearm is stabilized","1","true"
"ACTIONS_EVENTS","Device pressed to upper arm while forearm is supported","1","true"
"ACTIONS_EVENTS","Device shown actively running","1","true"
"ACTIONS_EVENTS","Device timer running, no other action","1","true"
"ACTIONS_EVENTS","Device tip applied near patient's face","1","true"
"ACTIONS_EVENTS","Device tip applied to facial skin","1","true"
"ACTIONS_EVENTS","Device tip applied to or held near facial skin","1","true"
"ACTIONS_EVENTS","Device tip applied to skin","1","true"
"ACTIONS_EVENTS","Device tip applied to skin above lip","1","true"
"ACTIONS_EVENTS","Device tip applied to skin near mouth/chin","1","true"
"ACTIONS_EVENTS","Device tip applied to skin while hand steadies face","1","true"
"ACTIONS_EVENTS","Device tip applying light to skin near mouth","1","true"
"ACTIONS_EVENTS","Device tip being applied/moved against jaw skin","1","true"
"ACTIONS_EVENTS","Device tip held against chin skin","1","true"
"ACTIONS_EVENTS","Device tip held against skin by gloved hand","1","true"
"ACTIONS_EVENTS","Device tip held against skin of chin/neck area","1","true"
"ACTIONS_EVENTS","Device tip held against skin of the neck/jaw","1","true"
"ACTIONS_EVENTS","Device tip held in contact with skin","1","true"
"ACTIONS_EVENTS","Device tip held stationary against skin near tattoo","1","true"
"ACTIONS_EVENTS","Device tip is pressed/applied to the scalp surface","1","true"
"ACTIONS_EVENTS","Device tip moved near tattoo between frames","1","true"
"ACTIONS_EVENTS","Device tip placed against skin over pigmented mark","1","true"
"ACTIONS_EVENTS","Device tip placed on skin; hand points at tattoo","1","true"
"ACTIONS_EVENTS","Device tip positioned against forearm skin","1","true"
"ACTIONS_EVENTS","Device tip positioned against/near skin by gloved hand","1","true"
"ACTIONS_EVENTS","Device tip positioned at skin surface","1","true"
"ACTIONS_EVENTS","Device tip positioned at the skin surface","1","true"
"ACTIONS_EVENTS","Device tip positioned near patient's face","1","true"
"ACTIONS_EVENTS","Device tip pressed against skin near tattoo with laser dot visible","1","true"
"ACTIONS_EVENTS","Device tip pressed against skin surface","1","true"
"ACTIONS_EVENTS","Device tip pressed near skin surface","1","true"
"ACTIONS_EVENTS","Device tip pressed to skin; eye shield placed over eyelid","1","true"
"ACTIONS_EVENTS","Device with green light held near patient's face","1","true"
"ACTIONS_EVENTS","Device with illuminated tip held near client's cheek","1","true"
"ACTIONS_EVENTS","Device with red light held near scalp while probe positioned in hair","1","true"
"ACTIONS_EVENTS","Devices held in position against face across two frames","1","true"
"ACTIONS_EVENTS","Devices positioned against exposed skin","1","true"
"ACTIONS_EVENTS","Devices positioned near facial skin","1","true"
"ACTIONS_EVENTS","Devices positioned near the face","1","true"
"ACTIONS_EVENTS","Expression change and thumbs-up gesture","1","true"
"ACTIONS_EVENTS","Face positioned as a tool touches near the ear","1","true"
"ACTIONS_EVENTS","Face positioned while a pencil-like tool touches near the ear","1","true"
"ACTIONS_EVENTS","Facial points and lines being drawn","1","true"
"ACTIONS_EVENTS","Finger points to and touches tattoo","1","true"
"ACTIONS_EVENTS","Forceps and gloved hand near tray","1","true"
"ACTIONS_EVENTS","Forceps held near illuminated scalp area","1","true"
"ACTIONS_EVENTS","Forceps manipulating material at an illuminated scalp site","1","true"
"ACTIONS_EVENTS","Forceps manipulating tissue on illuminated skin","1","true"
"ACTIONS_EVENTS","Forehead steadied while device is positioned","1","true"
"ACTIONS_EVENTS","Forehead steadied while device is positioned near face","1","true"
"ACTIONS_EVENTS","Gauze dabbing/wiping motion near stained skin","1","true"
"ACTIONS_EVENTS","Gauze placement and gel application on face","1","true"
"ACTIONS_EVENTS","Gauze/cotton pads pressed against face","1","true"
"ACTIONS_EVENTS","Gel-like substance applied to a section of cheek skin","1","true"
"ACTIONS_EVENTS","Gloved fingers stabilizing chin while device is brought near skin","1","true"
"ACTIONS_EVENTS","Gloved hand adjusts goggles and touches face near device","1","true"
"ACTIONS_EVENTS","Gloved hand and handheld device applied near scalp/hair","1","true"
"ACTIONS_EVENTS","Gloved hand applies device near nose/cheek area","1","true"
"ACTIONS_EVENTS","Gloved hand applies gauze near nose/lip while another hand holds a dish","1","true"
"ACTIONS_EVENTS","Gloved hand applies or dabs gauze near stained skin","1","true"
"ACTIONS_EVENTS","Gloved hand applies syringe and instrument to face","1","true"
"ACTIONS_EVENTS","Gloved hand applying a metal probe tip to the skin while another hand stabilizes","1","true"
"ACTIONS_EVENTS","Gloved hand applying instrument to cheek skin","1","true"
"ACTIONS_EVENTS","Gloved hand applying or wiping near face with a swab","1","true"
"ACTIONS_EVENTS","Gloved hand applying or wiping something near the face","1","true"
"ACTIONS_EVENTS","Gloved hand brings a small instrument toward the scalp while another hand steadies the head","1","true"
"ACTIONS_EVENTS","Gloved hand contacts the chin and neck","1","true"
"ACTIONS_EVENTS","Gloved hand held near the cheek","1","true"
"ACTIONS_EVENTS","Gloved hand holding an instrument near the patient's face","1","true"
"ACTIONS_EVENTS","Gloved hand holding instrument near chin/neck while other hand stabilizes chin","1","true"
"ACTIONS_EVENTS","Gloved hand holding instrument near face","1","true"
"ACTIONS_EVENTS","Gloved hand holding instrument near marked skin","1","true"
"ACTIONS_EVENTS","Gloved hand holding metal tool near skin","1","true"
"ACTIONS_EVENTS","Gloved hand holding tool near scalp, then syringe near scalp","1","true"
"ACTIONS_EVENTS","Gloved hand holding/positioning the reclining person's jaw","1","true"
"ACTIONS_EVENTS","Gloved hand holds device against skin while another finger stabilizes lip area","1","true"
"ACTIONS_EVENTS","Gloved hand holds device near chin/jaw while another hand steadies the chin","1","true"
"ACTIONS_EVENTS","Gloved hand holds gauze against cheek while syringe is positioned near jaw","1","true"
"ACTIONS_EVENTS","Gloved hand manipulating a fine instrument near the patient","1","true"
"ACTIONS_EVENTS","Gloved hand manipulating a fine pointed instrument near scalp edge","1","true"
"ACTIONS_EVENTS","Gloved hand manipulating instrument near scalp","1","true"
"ACTIONS_EVENTS","Gloved hand manipulating small instrument","1","true"
"ACTIONS_EVENTS","Gloved hand manipulating tissue near the mouth while an instrument rests near the eye","1","true"
"ACTIONS_EVENTS","Gloved hand moves a white tool along the jawline/neck area","1","true"
"ACTIONS_EVENTS","Gloved hand pinching neck skin while another hand holds a swab near jaw","1","true"
"ACTIONS_EVENTS","Gloved hand pinching neck skin, another holding a swab","1","true"
"ACTIONS_EVENTS","Gloved hand places device on forehead","1","true"
"ACTIONS_EVENTS","Gloved hand positioning a lit instrument near the neck/jaw","1","true"
"ACTIONS_EVENTS","Gloved hand positioning a metal device near the cheek","1","true"
"ACTIONS_EVENTS","Gloved hand positioning a metal instrument near the face","1","true"
"ACTIONS_EVENTS","Gloved hand positioning a metallic device against the cheek","1","true"
"ACTIONS_EVENTS","Gloved hand positioning a metallic device near the nose/cheek skin","1","true"
"ACTIONS_EVENTS","Gloved hand positioning a metallic instrument near the cheek","1","true"
"ACTIONS_EVENTS","Gloved hand positioning a metallic pen-shaped device against the cheek","1","true"
"ACTIONS_EVENTS","Gloved hand positioning a needle-tipped device near facial skin","1","true"
"ACTIONS_EVENTS","Gloved hand positioning a pen-like device near the jaw/cheek skin","1","true"
"ACTIONS_EVENTS","Gloved hand positioning a pen-shaped device near the cheek","1","true"
"ACTIONS_EVENTS","Gloved hand positioning a syringe near marked skin","1","true"
"ACTIONS_EVENTS","Gloved hand positioning an instrument near skin","1","true"
"ACTIONS_EVENTS","Gloved hand positioning an instrument tip near facial skin","1","true"
"ACTIONS_EVENTS","Gloved hand positioning instrument at chin/jaw","1","true"
"ACTIONS_EVENTS","Gloved hand positioning instrument near cheek skin","1","true"
"ACTIONS_EVENTS","Gloved hand positioning instrument near chin/neck skin","1","true"
"ACTIONS_EVENTS","Gloved hand positioning instrument near facial skin","1","true"
"ACTIONS_EVENTS","Gloved hand positioning instrument near skin","1","true"
"ACTIONS_EVENTS","Gloved hand positioning metallic device near facial skin","1","true"
"ACTIONS_EVENTS","Gloved hand positioning near chin with a handheld device nearby","1","true"
"ACTIONS_EVENTS","Gloved hand positioning tool near jaw/chin skin","1","true"
"ACTIONS_EVENTS","Gloved hand positions syringe at face","1","true"
"ACTIONS_EVENTS","Gloved hand pressing/stabilizing cheek while device held near face","1","true"
"ACTIONS_EVENTS","Gloved hand reaches toward eye area","1","true"
"ACTIONS_EVENTS","Gloved hand reaching across patient's face","1","true"
"ACTIONS_EVENTS","Gloved hand resting against the patient's jaw/cheek","1","true"
"ACTIONS_EVENTS","Gloved hand stabilizes skin while another hand positions a device near the chin","1","true"
"ACTIONS_EVENTS","Gloved hand stabilizing chin while holding a metallic instrument near skin","1","true"
"ACTIONS_EVENTS","Gloved hand stabilizing face near device","1","true"
"ACTIONS_EVENTS","Gloved hand stabilizing face while instrument is brought near skin","1","true"
"ACTIONS_EVENTS","Gloved hand steadies skin while device tip contacts chin","1","true"
"ACTIONS_EVENTS","Gloved hand steadying chin while another holds instrument near skin","1","true"
"ACTIONS_EVENTS","Gloved hand steadying skin while device approaches jaw","1","true"
"ACTIONS_EVENTS","Gloved hand touches or gestures beneath the chin","1","true"
"ACTIONS_EVENTS","Gloved hand wiping face/neck near ear","1","true"
"ACTIONS_EVENTS","Gloved hand wiping/dabbing patient's forehead and face with cotton","1","true"
"ACTIONS_EVENTS","Gloved hand working near reclined person's head","1","true"
"ACTIONS_EVENTS","Gloved hands applying a glossy product to the woman's face","1","true"
"ACTIONS_EVENTS","Gloved hands applying product to face","1","true"
"ACTIONS_EVENTS","Gloved hands contacting scalp; device held against hair","1","true"
"ACTIONS_EVENTS","Gloved hands hold a device near forehead and a syringe near cheek","1","true"
"ACTIONS_EVENTS","Gloved hands holding instrument near skin, then placing material on skin","1","true"
"ACTIONS_EVENTS","Gloved hands manipulating a fine instrument near an illuminated draped area","1","true"
"ACTIONS_EVENTS","Gloved hands manipulating an instrument near tissue","1","true"
"ACTIONS_EVENTS","Gloved hands manipulating hair with a small tool","1","true"
"ACTIONS_EVENTS","Gloved hands manipulating small instruments on the scalp","1","true"
"ACTIONS_EVENTS","Gloved hands manipulating small material with forceps","1","true"
"ACTIONS_EVENTS","Gloved hands manipulating tissue with a fine instrument","1","true"
"ACTIONS_EVENTS","Gloved hands parting and inspecting hair","1","true"
"ACTIONS_EVENTS","Gloved hands parting and inspecting hair/scalp","1","true"
"ACTIONS_EVENTS","Gloved hands parting and inspecting sections of hair","1","true"
"ACTIONS_EVENTS","Gloved hands placed along the face","1","true"
"ACTIONS_EVENTS","Gloved hands positioned at back of head","1","true"
"ACTIONS_EVENTS","Gloved hands positioned on patient's head while staff observe","1","true"
"ACTIONS_EVENTS","Gloved hands positioning an instrument near the chin","1","true"
"ACTIONS_EVENTS","Gloved hands touch multiple facial areas","1","true"
"ACTIONS_EVENTS","Gloved person positions equipment nearby","1","true"
"ACTIONS_EVENTS","Hair being parted with a comb while an instrument is held at the scalp","1","true"
"ACTIONS_EVENTS","Hair held back for scalp viewing","1","true"
"ACTIONS_EVENTS","Hair parting and scalp inspection with a device and comb","1","true"
"ACTIONS_EVENTS","Hand adjusting handpiece on device","1","true"
"ACTIONS_EVENTS","Hand adjusting settings on touchscreen","1","true"
"ACTIONS_EVENTS","Hand grips handpiece","1","true"
"ACTIONS_EVENTS","Hand grips handpiece on device","1","true"
"ACTIONS_EVENTS","Hand manipulating forceps at scalp site","1","true"
"ACTIONS_EVENTS","Hand manipulating hair with clip","1","true"
"ACTIONS_EVENTS","Hand positioning instrument at scalp/hairline","1","true"
"ACTIONS_EVENTS","Hand positioning instrument near face","1","true"
"ACTIONS_EVENTS","Hand pulling back clothing to expose skin","1","true"
"ACTIONS_EVENTS","Hand stabilizes chin while device is positioned near skin","1","true"
"ACTIONS_EVENTS","Hand stabilizes head while syringe nears skin","1","true"
"ACTIONS_EVENTS","Hand stabilizes skin while device is applied near chin","1","true"
"ACTIONS_EVENTS","Hand stabilizing chin while device is applied near jaw/neck","1","true"
"ACTIONS_EVENTS","Hand stabilizing skin near an approaching instrument","1","true"
"ACTIONS_EVENTS","Hand stabilizing skin near device","1","true"
"ACTIONS_EVENTS","Hand stabilizing skin while device tip approaches face","1","true"
"ACTIONS_EVENTS","Hand steadies device near skin","1","true"
"ACTIONS_EVENTS","Hand taps icon then adjusts a dial","1","true"
"ACTIONS_EVENTS","Hand uses forceps to manipulate a small vial","1","true"
"ACTIONS_EVENTS","Hand uses tweezers to handle material in blue tray","1","true"
"ACTIONS_EVENTS","Hand uses tweezers to manipulate material in tray","1","true"
"ACTIONS_EVENTS","Hand using forceps to grasp small vial over petri dish","1","true"
"ACTIONS_EVENTS","Handheld applicator positioned on the forehead","1","true"
"ACTIONS_EVENTS","Handheld applicator pressed to facial skin","1","true"
"ACTIONS_EVENTS","Handheld device applied and repositioned on face","1","true"
"ACTIONS_EVENTS","Handheld device applied near cheek","1","true"
"ACTIONS_EVENTS","Handheld device applied to cheek and forehead","1","true"
"ACTIONS_EVENTS","Handheld device applied to face","1","true"
"ACTIONS_EVENTS","Handheld device applied to facial skin","1","true"
"ACTIONS_EVENTS","Handheld device applied to gel-coated cheek/jaw area","1","true"
"ACTIONS_EVENTS","Handheld device applied to scalp/hair","1","true"
"ACTIONS_EVENTS","Handheld device contacts gel-covered facial skin","1","true"
"ACTIONS_EVENTS","Handheld device contacts lower face","1","true"
"ACTIONS_EVENTS","Handheld device held against the scalp","1","true"
"ACTIONS_EVENTS","Handheld device held near covered leg","1","true"
"ACTIONS_EVENTS","Handheld device held near draped person","1","true"
"ACTIONS_EVENTS","Handheld device pressed against cheek area","1","true"
"ACTIONS_EVENTS","Handheld device pressed and moved along lower face and neck","1","true"
"ACTIONS_EVENTS","Handheld device tip positioned near skin surface","1","true"
"ACTIONS_EVENTS","Handheld devices placed against the face","1","true"
"ACTIONS_EVENTS","Handheld devices positioned near the skin","1","true"
"ACTIONS_EVENTS","Handheld devices pressed against facial skin","1","true"
"ACTIONS_EVENTS","Handheld instrument applied near face","1","true"
"ACTIONS_EVENTS","Handheld instrument applied near the face","1","true"
"ACTIONS_EVENTS","Handheld instrument positioned near head","1","true"
"ACTIONS_EVENTS","Handling and misting fragments on a dish","1","true"
"ACTIONS_EVENTS","Handling fragments with forceps and spraying dish","1","true"
"ACTIONS_EVENTS","Handpiece applied near forehead","1","true"
"ACTIONS_EVENTS","Handpiece applied near jaw while face is stabilized","1","true"
"ACTIONS_EVENTS","Handpiece applied near jaw while head is stabilized","1","true"
"ACTIONS_EVENTS","Handpiece applied to patient's face with visible light emission","1","true"
"ACTIONS_EVENTS","Handpiece applied to skin, then emits light","1","true"
"ACTIONS_EVENTS","Handpiece directed at face","1","true"
"ACTIONS_EVENTS","Handpiece directing light onto forehead","1","true"
"ACTIONS_EVENTS","Handpiece moved across and applied to lower face","1","true"
"ACTIONS_EVENTS","Handpiece pressed against jaw with gel","1","true"
"ACTIONS_EVENTS","Handpiece with green light applied to neck/jaw area","1","true"
"ACTIONS_EVENTS","Hands applying gauze and holding wrapped item to head","1","true"
"ACTIONS_EVENTS","Hands manipulating an instrument near tissue under light","1","true"
"ACTIONS_EVENTS","Hands manipulating hair/scalp with an instrument","1","true"
"ACTIONS_EVENTS","Hands manipulating instrument near patient's arm","1","true"
"ACTIONS_EVENTS","Hands manipulating instruments near scalp","1","true"
"ACTIONS_EVENTS","Hands manipulating instruments under light","1","true"
"ACTIONS_EVENTS","Hands manipulating scalp skin with pointed tools","1","true"
"ACTIONS_EVENTS","Hands manipulating small instruments over scalp","1","true"
"ACTIONS_EVENTS","Hands positioned at the top of the seated person's head","1","true"
"ACTIONS_EVENTS","Hands positioned/manipulating hair on scalp","1","true"
